Pos.;Art;Typ;Identifikation;Inventarnummer;Barcode
534;Rettungsdienst;Beatmung;RD O2 Bag 10-48-2;;2000000075
535;Rettungsdienst;Blutdruckmessgerät;Blutdruckmessgerät 10-48-2,2;2000000517;2000000517
536;Rettungsdienst;Blutdruckmessgerät;Blutdruckmessgerät 10-48-2,1;2000000518;2000000518
537;Rettungsdienst;EKG / Defibrillator;Defibrillator 10-002;2000000616;2000000616
538;Rettungsdienst;EKG / Defibrillator;Defibrillator 10-17-2;2000000076;2000000076
539;Rettungsdienst;Taschen / Rucksäcke;AED Rucksack 10-17-2;2000000543;2000000543
540;Rettungsdienst;Taschen / Rucksäcke;Notfallrucksack 10-48-2;2000000112;2000000112
541;Rettungsdienst;Taschen / Rucksäcke;Notfallrucksack 10-23-2;2000000179;2000000179
542;Rettungsgeräte und Leitern;Gerätesatz Auf- und Abseilgerät;Rollgliss;;2000000036
543;Rettungsgeräte und Leitern;Hebekissensystem >1 bar;Hebekissen 04 10-48-2, 10bar;;2000000011
544;Rettungsgeräte und Leitern;Hebekissensystem >1 bar;Doppelventil 01 10-48-2, 16bar;41226381;2000000029
545;Rettungsgeräte und Leitern;Hebekissensystem >1 bar;"Füllschlauch 01 10-64-2; 10bar";;2000000234
546;Rettungsgeräte und Leitern;Hebekissensystem >1 bar;Hebekissen 02 10-48-2, 10bar;;2000000009
547;Rettungsgeräte und Leitern;Hebekissensystem >1 bar;Hebekissen 01 10-48-2, 10bar;;2000000008
548;Rettungsgeräte und Leitern;Hebekissensystem >1 bar;Hebekissen 03 10-48-2, 10bar;;20000000010
549;Rettungsgeräte und Leitern;Hebekissensystem >1 bar;"Füllschlauch 02 10-48-2; 16bar";;2000000365
550;Rettungsgeräte und Leitern;Hebekissensystem >1 bar;"Doppelventil 01 10-64-2; 10bar";;2000000240
551;Rettungsgeräte und Leitern;Hebekissensystem >1 bar;"Druckminderer 01 10-64-2; 16bar";;2000000241
552;Rettungsgeräte und Leitern;Hebekissensystem >1 bar;"Füllschlauch 02 10-64-2; 10bar";;2000000242
553;Rettungsgeräte und Leitern;Hebekissensystem >1 bar;"Füllschlauch 01 10-48-2; 16bar";;2000000364
554;Rettungsgeräte und Leitern;Hebekissensystem >1 bar;"Druckminderer 01 10-48-2; 14bar";;2000000030
555;Rettungsgeräte und Leitern;Multifunktionsleitern;Mehrzweckleiter GH 01;;2000000536
556;Rettungsgeräte und Leitern;Rettungsplattform;Rettungsplattform 10-48-2;;2000000025
557;Rettungsgeräte und Leitern;Schiebleitern;Schiebleiter 10-48-2 02;;2000000487
558;Rettungsgeräte und Leitern;Sonstiges (Rettungsgeräte / Leitern);Gleisfahrwerk 01 10-48-2;;2000000366
559;Rettungsgeräte und Leitern;Sprungpolster;Sprungpolster 02 10-48-2;;
560;Rettungsgeräte und Leitern;Steckleiter-Einsteckteil;Steckleiter-Einsteckteil 03;;2000000499
561;Rettungsgeräte und Leitern;Steckleiter-Einsteckteil;Steckleiter-Einsteckteil GH 01;;2000000273
562;Rettungsgeräte und Leitern;Steckleiter-Einsteckteil;Steckleiter-Einsteckteil 02 10-48-2;;2000000498
563;Rettungsgeräte und Leitern;Steckleitern;Steckleiterteil B 10-48-2 01;;2000000275
564;Rettungsgeräte und Leitern;Steckleitern;Steckleiterteil A 10-23-2 01;;2000000255
565;Rettungsgeräte und Leitern;Steckleitern;Steckleiterteil B 10-48-2 02;;2000000258
566;Rettungsgeräte und Leitern;Steckleitern;Steckleiterteil A 10-64-2 01;;2000000265
567;Rettungsgeräte und Leitern;Steckleitern;Steckleiterteil B 10-64-2 02;;2000000269
568;Rettungsgeräte und Leitern;Steckleitern;Steckleiterteil B 10-23-2 02;;2000000256
569;Rettungsgeräte und Leitern;Steckleitern;Steckleiterteil B 10-23-2 01;;2000000274
570;Rettungsgeräte und Leitern;Steckleitern;Steckleiterteil B 10-48-2 03;;2000000257
571;Rettungsgeräte und Leitern;Steckleitern;Steckleiterteil B 10-64-2 03;;2000000268
572;Rettungsgeräte und Leitern;Steckleitern;Steckleiterteil B 10-23-2 03;;2000000276
573;Rettungsgeräte und Leitern;Steckleitern;Steckleiterteil B 10-64-2 01;;2000000266
574;Rettungsgeräte und Leitern;Steckleitern;Steckleiterteil B 10-48-2 04;;2000000277
575;Rettungsgeräte und Leitern;Steckleitern;Steckleiterteil B 04;;2000000503
576;Rettungsgeräte und Leitern;Steckleitern;Steckleiterteil B 03;;2000000502
577;Rettungsgeräte und Leitern;Steckleitern;Steckleiterteil B 02;;2000000501
578;Rettungsgeräte und Leitern;Steckleitern;Steckleiterteil B 01;;2000000500
579;Rettungsgeräte und Leitern;Steckleiter-Verbindungsteil;Steckleiter-Verbindungst 01 10-48-2;;2000000270
580;Rettungsgeräte und Leitern;Teleskopleitern;Teleskopleiter 10-11-2  01;;2000000280
581;Rettungsgeräte und Leitern;Trittleitern;Stufenstehleiter GH 01;;2000000535
582;Sanitätsausrüstung, Zelte;Sanität: Decken und Tücher;Einmaldecke 03;;
583;Sanitätsausrüstung, Zelte;Sanität: Decken und Tücher;Wolldecke 02;;
584;Sanitätsausrüstung, Zelte;Sanität: Decken und Tücher;Wolldecke 01;;
585;Sanitätsausrüstung, Zelte;Sanität: Decken und Tücher;Einmaldecke 06;;
586;Sanitätsausrüstung, Zelte;Sanität: Decken und Tücher;Wolldecke 04;;
587;Sanitätsausrüstung, Zelte;Sanität: Decken und Tücher;Einmaldecke 01;;
588;Sanitätsausrüstung, Zelte;Sanität: Decken und Tücher;Wolldecke 03;;
589;Sanitätsausrüstung, Zelte;Sanität: Decken und Tücher;Wolldecke 05;;
590;Sanitätsausrüstung, Zelte;Sanität: Decken und Tücher;Wolldecke 06;;
591;Sanitätsausrüstung, Zelte;Sanität: Decken und Tücher;Wolldecke 07;;
592;Sanitätsausrüstung, Zelte;Sanität: Decken und Tücher;Wolldecke 09;;
593;Sanitätsausrüstung, Zelte;Sanität: Decken und Tücher;Einmaldecke 02;;
594;Sanitätsausrüstung, Zelte;Sanität: Decken und Tücher;Einmaldecke 04;;
595;Sanitätsausrüstung, Zelte;Sanität: Decken und Tücher;Einmaldecke 05;;
596;Sanitätsausrüstung, Zelte;Sanität: Decken und Tücher;Wolldecke 10;;
597;Sanitätsausrüstung, Zelte;Sanität: Decken und Tücher;Wolldecke 08;;
598;Sanitätsausrüstung, Zelte;Sanität: Krankentragen;Krankentrage 01 10-64-2;2000000313;2000000313
599;Sanitätsausrüstung, Zelte;Sanität: Krankentragen;Krankentrage 02 10-23-3;2000000676;2000000676
600;Sanitätsausrüstung, Zelte;Sanität: Rettungsbrett (Spineboard), Rettungstücher;Spineboard;;2000000032
601;Sanitätsausrüstung, Zelte;Sanität: Rettungsbrett (Spineboard), Rettungstücher;Rettungstuch 10-64-2 03;2000000761;2000000761
602;Sanitätsausrüstung, Zelte;Sanität: Rettungsbrett (Spineboard), Rettungstücher;Rettungstuch 10-64-2 02;2000000762;2000000762
603;Sanitätsausrüstung, Zelte;Sanität: Rettungsbrett (Spineboard), Rettungstücher;Rettungstuch 10-48-2 02;2000000793;2000000793
604;Sanitätsausrüstung, Zelte;Sanität: Rettungsbrett (Spineboard), Rettungstücher;Rettungstuch 10-64-2 01;;2000000315
605;Sanitätsausrüstung, Zelte;Sanität: Rettungsbrett (Spineboard), Rettungstücher;Rettungstuch 10-48-2 01;;2000000627
606;Sanitätsausrüstung, Zelte;Sanität: Rettungsbrett (Spineboard), Rettungstücher;Rettungstuch 10-23-2 01;;2000000652
607;Sanitätsausrüstung, Zelte;Sanität: Rettungsbrett (Spineboard), Rettungstücher;Rettungstuch 10-23-2 02;;2000000653
608;Sanitätsausrüstung, Zelte;Sanität: Rettungsbrett (Spineboard), Rettungstücher;Rettungstuch 01;;2000000314
609;Sanitätsausrüstung, Zelte;Sanität: Rettungsbrett (Spineboard), Rettungstücher;Rettungstuch 10-48-2 03;2000000670;2000000670
610;Sanitätsausrüstung, Zelte;Sanität: Schleifkorbtrage;Schleifkorbtrage 01;2000000677;2000000677
611;Sanitätsausrüstung, Zelte;Sanität: Verbandkästen und -rucksäcke;KFZ Verbandkasten( 2022) 10-23-2;2000000547;2000000547
612;Sanitätsausrüstung, Zelte;Sanität: Verbandkästen und -rucksäcke;KFZ-Verbandtasche 10-23-2;2000000786;2000000786
613;Sanitätsausrüstung, Zelte;Sanität: Verbandkästen und -rucksäcke;Notfalltasche 10-64-2;2000000827;2000000827
614;Sanitätsausrüstung, Zelte;Sanität: Verbandkästen und -rucksäcke;KFZ-Verbandtasche 10-11-2;2000000787;2000000787
615;Sanitätsausrüstung, Zelte;Sanität: Verbandkästen und -rucksäcke;KFZ-Verbandtasche 10-17-2;2000000788;2000000788
616;Sanitätsausrüstung, Zelte;Sanität: Verbandkästen und -rucksäcke;KFZ-Verbandtasche 10-64-2;2000000785;2000000785
617;Sanitätsausrüstung, Zelte;Sanität: Verbandkästen und -rucksäcke;Notfalltasche 10-17-2;2000000519;2000000519
618;Sanitätsausrüstung, Zelte;Sanität: Verbandkästen und -rucksäcke;Notfalltasche 10-23-2;2000000178;2000000178
619;Sanitätsausrüstung, Zelte;Sanität: Verbandkästen und -rucksäcke;KFZ Verbandkasten( 2022) 10-11-2;2000000545;2000000545
620;Sanitätsausrüstung, Zelte;Sanität: Verbandkästen und -rucksäcke;KFZ Verbandkasten( 2022) 10-48-2;2000000548;2000000548
621;Sanitätsausrüstung, Zelte;Sanität: Verbandkästen und -rucksäcke;KFZ Verbandkasten( 2022) 10-64-2;2000000549;2000000549
622;Sanitätsausrüstung, Zelte;Sanität: Verbandkästen und -rucksäcke;KFZ Verbandkasten( 2022) 10-17-2;2000000546;2000000546
623;Sanitätsausrüstung, Zelte;Sanität: Verbandkästen und -rucksäcke;EH Tasche GH Zug 2;2000000544;2000000544
624;Schläuche / Schlauchpflegegeräte;Schlauchbrücken, -überführungen;Schlauchbrücke 01;;
625;Schläuche / Schlauchpflegegeräte;Schlauchbrücken, -überführungen;Schlauchbrücke 04;;
626;Schläuche / Schlauchpflegegeräte;Schlauchbrücken, -überführungen;Schlauchbrücke 03;;
627;Schläuche / Schlauchpflegegeräte;Schlauchbrücken, -überführungen;Schlauchbrücke 02;;
628;Schläuche / Schlauchpflegegeräte;Schlauchbrücken, -überführungen;Schlauchbrücke 05;;
629;Schläuche / Schlauchpflegegeräte;Schlauchzubehör;Hebelschlauchbinde C42 01;2000000830;2000000830
630;Schläuche / Schlauchpflegegeräte;Schlauchzubehör;Hebelschlauchbinde C42 04;2000000833;2000000833
631;Schläuche / Schlauchpflegegeräte;Schlauchzubehör;Hebelschlauchbinde C42 03;2000000832;2000000832
632;Schläuche / Schlauchpflegegeräte;Schlauchzubehör;Hebelschlauchbinde C42 02;2000000831;2000000831
633;Schutzbekleidung;Latzhose mit Ringsum-Beinschutz;Schnittschutzbekleidung 01 10-48-2;;2000000368
634;Schutzbekleidung;Latzhose mit Ringsum-Beinschutz;Schnittschutzbekleidung 02 10-64-2;;2000000395
635;Schutzbekleidung;Latzhose mit Ringsum-Beinschutz;Schnittschutzbekleidung 02 10-48-2;;2000000369
636;Schutzbekleidung;Latzhose mit Ringsum-Beinschutz;Schnittschutzbekleidung 01 10-64-2;;2000000394
637;Schutzbekleidung;Schnittschutzkleidung;Schnittschutzhose 10-23-2 01;2000000587;2000000587
638;Schutzbekleidung;Schutzbrillen;Schutzbrille 10-48-2 01;;
639;Schutzbekleidung;Schutzbrillen;Schutzbrille 10-64-01;;
640;Schutzbekleidung;Schutzbrillen;Schutzbrille 10-23-1 01;;
641;Schutzbekleidung;Schutzbrillen;Schutzbrille 10-48-2 02;;
642;Schutzbekleidung;Schutzbrillen;Schutzbrille 10-64-02;;
643;Schutzbekleidung;Schutzhandschuhe, Gummi, säurebeständig;Schutzhandschuh  06 10-64-2;;
644;Schutzbekleidung;Schutzhandschuhe, Gummi, säurebeständig;Schutzhandschuh  07 10-64-2;;2000000412
645;Schutzbekleidung;Schutzhandschuhe, Gummi, säurebeständig;Schutzhandschuh  08 10-64-2;;2000000413
646;Schutzbekleidung;Schutzhandschuhe, Gummi, säurebeständig;Schutzhandschuh  09 10-64-2;;
647;Schutzbekleidung;Schutzhandschuhe, Gummi, säurebeständig;Schutzhandschuh  02 10-48-2;;2000000371
648;Schutzbekleidung;Schutzhandschuhe, Gummi, säurebeständig;Schutzhandschuh  03 10-48-2;;2000000372
649;Schutzbekleidung;Schutzhandschuhe, Gummi, säurebeständig;Schutzhandschuh  01 10-64-2;;2000000406
650;Schutzbekleidung;Schutzhandschuhe, Gummi, säurebeständig;Schutzhandschuh  04 10-48-2;;2000000373
651;Schutzbekleidung;Schutzhandschuhe, Gummi, säurebeständig;Schutzhandschuh  02 10-64-2;;2000000407
652;Schutzbekleidung;Schutzhandschuhe, Gummi, säurebeständig;Schutzhandschuh  01 10-48-2;;2000000370
653;Schutzbekleidung;Schutzhandschuhe, Gummi, säurebeständig;Schutzhandschuh  03 10-64-2;;2000000408
654;Schutzbekleidung;Schutzhandschuhe, Gummi, säurebeständig;Schutzhandschuh  04 10-64-2;;2000000409
655;Schutzbekleidung;Schutzhandschuhe, Gummi, säurebeständig;Schutzhandschuh 10 10-64-2;;2000000415
656;Schutzbekleidung;Schutzhandschuhe, Gummi, säurebeständig;Schutzhandschuh  05 10-64-2;;2000000411
657;Schutzbekleidung;Sonstiges (Schutzkleidung);Wasserrettungshelm 02;2000000882;2000000882
658;Schutzbekleidung;Sonstiges (Schutzkleidung);Wasserrettungshelm 01;2000000881;2000000881
659;Schutzbekleidung;Waldarbeiter Helm;Waldarbeiterhelm 10-64-2 01;2000000783;2000000783
660;Schutzbekleidung;Waldarbeiter Helm;Waldarbeiterhelm 10-48-2 01;2000000782;2000000782
661;Schutzbekleidung;Waldarbeiter Helm;Waldarbeiterhelm 10-64-2 02;2000000784;2000000784
662;Schutzbekleidung;Waldarbeiter Helm;Waldarbeiterhelm 10-23-2 01;;2000000589
663;Schutzbekleidung;Waldarbeiter Helm;Waldarbeiterhelm 01;2000000789;2000000789
664;Schutzbekleidung;Wathose;Wathose 10-64-2 04;2000000823;2000000823
665;Schutzbekleidung;Wathose;Wathose 10-64-2 03;;2000000190
666;Schutzbekleidung;Wathose;Wathose 10-64-2 01;;2000000188
667;Schutzbekleidung;Wathose;Wathose 10-64-2 05;2000000824;2000000824
668;Schutzbekleidung;Wathose;Wathose 10-64-2 02;;2000000189
669;Signal / Warngeräte / Verkehrssicherung;Anhaltestäbe;Winkerkelle 10-11-2 09;;2000000278
670;Signal / Warngeräte / Verkehrssicherung;Anhaltestäbe;Winkerkelle 10-48-2 04;;2000000115
671;Signal / Warngeräte / Verkehrssicherung;Anhaltestäbe;Winkerkelle 10-23-2 01;;2000000168
672;Signal / Warngeräte / Verkehrssicherung;Anhaltestäbe;Winkerkelle 10-11-2 10;;2000000279
673;Signal / Warngeräte / Verkehrssicherung;Anhaltestäbe;Winkerkelle 10-64-2 05;;2000000182
674;Signal / Warngeräte / Verkehrssicherung;Anhaltestäbe;Winkerkelle 10-17-2 07;;2000000594
675;Signal / Warngeräte / Verkehrssicherung;Anhaltestäbe;Winkerkelle 10-17-2 08;;2000000595
676;Signal / Warngeräte / Verkehrssicherung;Anhaltestäbe;Winkerkelle 10-23-2 02;;2000000169
677;Signal / Warngeräte / Verkehrssicherung;Anhaltestäbe;Winkerkelle 10-64-2 06;;2000000181
678;Signal / Warngeräte / Verkehrssicherung;Anhaltestäbe;Winkerkelle 10-48-2 03;;2000000114
679;Signal / Warngeräte / Verkehrssicherung;Elektronen-Blitzleuchten;Triblitz 10-23-2 01;2000000765;2000000765
680;Signal / Warngeräte / Verkehrssicherung;Elektronen-Blitzleuchten;Triblitz 10-64-2 01;;2000000200
681;Signal / Warngeräte / Verkehrssicherung;Faltsignale;Warndreieck 06;;2000000457
682;Signal / Warngeräte / Verkehrssicherung;Faltsignale;Faltsignal 03;;2000000225
683;Signal / Warngeräte / Verkehrssicherung;Faltsignale;Warndreieck 02 10-23-2;;2000000319
684;Signal / Warngeräte / Verkehrssicherung;Faltsignale;Warndreieck 05;;
685;Signal / Warngeräte / Verkehrssicherung;Faltsignale;Warndreieck 01 10-64-2;;2000000404
686;Signal / Warngeräte / Verkehrssicherung;Faltsignale;Warndreieck 03;;2000000113
687;Signal / Warngeräte / Verkehrssicherung;Faltsignale;Faltsignal 04;2000000678;2000000678
688;Signal / Warngeräte / Verkehrssicherung;Faltsignale;Faltsignal 01;;2000000222
689;Signal / Warngeräte / Verkehrssicherung;Faltsignale;Warndreieck 01 10-23-2;;2000000318
690;Signal / Warngeräte / Verkehrssicherung;Faltsignale;Faltsignal 02;;2000000224
691;Signal / Warngeräte / Verkehrssicherung;Handmegaphone;Handmegaphone 02;;2000000183
692;Signal / Warngeräte / Verkehrssicherung;Handmegaphone;Handmegaphone 01;;2000000118
693;Signal / Warngeräte / Verkehrssicherung;Sonstiges (Signal- / Warngeräte);Absperrstange 02;;
694;Signal / Warngeräte / Verkehrssicherung;Sonstiges (Signal- / Warngeräte);Schutzhülle 01;2000000828;2000000828
695;Signal / Warngeräte / Verkehrssicherung;Sonstiges (Signal- / Warngeräte);Absperrstange 05;;
696;Signal / Warngeräte / Verkehrssicherung;Sonstiges (Signal- / Warngeräte);Absperrstange 03;;
697;Signal / Warngeräte / Verkehrssicherung;Sonstiges (Signal- / Warngeräte);Schutzhülle 02;2000000829;2000000829
698;Signal / Warngeräte / Verkehrssicherung;Sonstiges (Signal- / Warngeräte);Absperrstange 01;;
699;Signal / Warngeräte / Verkehrssicherung;Sonstiges (Signal- / Warngeräte);Absperrstange 04;;
700;Signal / Warngeräte / Verkehrssicherung;Verkehrsleitkegel;Verkehrsleitkegel 09;;2000000069
701;Signal / Warngeräte / Verkehrssicherung;Verkehrsleitkegel;Verkehrsleitkegel LED 01;;2000000124
702;Signal / Warngeräte / Verkehrssicherung;Verkehrsleitkegel;Verkehrsleitkegel 10-64-2 02;2000000538;2000000538
703;Signal / Warngeräte / Verkehrssicherung;Verkehrsleitkegel;Verkehrsleitkegel 10-64-2 04;2000000540;2000000540
704;Signal / Warngeräte / Verkehrssicherung;Verkehrsleitkegel;Verkehrsleitkegel LED 08;;2000000074
705;Signal / Warngeräte / Verkehrssicherung;Verkehrsleitkegel;Verkehrsleitkegel LED 07;;2000000073
706;Signal / Warngeräte / Verkehrssicherung;Verkehrsleitkegel;Verkehrsleitkegel LED 05;;2000000071
707;Signal / Warngeräte / Verkehrssicherung;Verkehrsleitkegel;Verkehrsleitkegel LED 04;;2000000127
708;Signal / Warngeräte / Verkehrssicherung;Verkehrsleitkegel;Verkehrsleitkegel LED 03;;2000000126
709;Signal / Warngeräte / Verkehrssicherung;Verkehrsleitkegel;Verkehrsleitkegel LED 02;;2000000125
710;Signal / Warngeräte / Verkehrssicherung;Verkehrsleitkegel;Verkehrsleitkegel 10-17-2 01;;2000000466
711;Signal / Warngeräte / Verkehrssicherung;Verkehrsleitkegel;Verkehrsleitkegel 06 10-17-2;;2000000463
712;Signal / Warngeräte / Verkehrssicherung;Verkehrsleitkegel;Verkehrsleitkegel 10-23-2 04;;2000000206
713;Signal / Warngeräte / Verkehrssicherung;Verkehrsleitkegel;Verkehrsleitkegel 10;;2000000070
714;Signal / Warngeräte / Verkehrssicherung;Verkehrsleitkegel;Verkehrsleitkegel 08;;2000000068
715;Signal / Warngeräte / Verkehrssicherung;Verkehrsleitkegel;Verkehrsleitkegel 07;;2000000067
716;Signal / Warngeräte / Verkehrssicherung;Verkehrsleitkegel;Verkehrsleitkegel 06;;2000000066
717;Signal / Warngeräte / Verkehrssicherung;Verkehrsleitkegel;Verkehrsleitkegel 05;;2000000065
718;Signal / Warngeräte / Verkehrssicherung;Verkehrsleitkegel;Verkehrsleitkegel 10-64-2 05;2000000541;2000000541
719;Signal / Warngeräte / Verkehrssicherung;Verkehrsleitkegel;Verkehrsleitkegel 10-64-2 03;2000000539;2000000539
720;Signal / Warngeräte / Verkehrssicherung;Verkehrsleitkegel;Verkehrsleitkegel 10-64-2 01;2000000537;2000000537
721;Signal / Warngeräte / Verkehrssicherung;Verkehrsleitkegel;Verkehrsleitkegel 10-17-2 03;;2000000460
722;Signal / Warngeräte / Verkehrssicherung;Verkehrsleitkegel;Verkehrsleitkegel 10-17-2 02;;2000000465
723;Signal / Warngeräte / Verkehrssicherung;Verkehrsleitkegel;Verkehrsleitkegel 10-17-2 04;;2000000464
724;Signal / Warngeräte / Verkehrssicherung;Verkehrsleitkegel;Verkehrsleitkegel 10-23-2 02;;2000000122
725;Signal / Warngeräte / Verkehrssicherung;Verkehrsleitkegel;Verkehrsleitkegel 10-23-2 03;;2000000123
